promo_name,store_id
LAYS_BOGO_SUPER_BOWL_2013,STR_E01
LAYS_BOGO_SUPER_BOWL_2013,STR_E02
LAYS_BOGO_SUPER_BOWL_2013,STR_W01
LAYS_BOGO_EASTER_2013,STR_E01
LAYS_BOGO_EASTER_2013,STR_E02
LAYS_BOGO_EASTER_2013,STR_W01
LAYS_BOGO_MEMORIAL_DAY_2013,STR_E01
LAYS_BOGO_MEMORIAL_DAY_2013,STR_E02
LAYS_BOGO_MEMORIAL_DAY_2013,STR_W01
LAYS_BOGO_JULY4_2013,STR_E01
LAYS_BOGO_JULY4_2013,STR_E02
LAYS_BOGO_JULY4_2013,STR_W01
LAYS_BOGO_BACK_TO_SCHOOL_2013,STR_E01
LAYS_BOGO_BACK_TO_SCHOOL_2013,STR_E02
LAYS_BOGO_BACK_TO_SCHOOL_2013,STR_W01
LAYS_BOGO_LABOR_DAY_2013,STR_E01
LAYS_BOGO_LABOR_DAY_2013,STR_E02
LAYS_BOGO_LABOR_DAY_2013,STR_W01
LAYS_BOGO_THANKSGIVING_2013,STR_E01
LAYS_BOGO_THANKSGIVING_2013,STR_E02
LAYS_BOGO_THANKSGIVING_2013,STR_W01
LAYS_BOGO_CHRISTMAS_2013,STR_E01
LAYS_BOGO_CHRISTMAS_2013,STR_E02
LAYS_BOGO_CHRISTMAS_2013,STR_W01
PEPSI_12PK_B2G2_SUPER_BOWL_2013,STR_E01
PEPSI_12PK_B2G2_SUPER_BOWL_2013,STR_E02
PEPSI_12PK_B2G2_SUPER_BOWL_2013,STR_W01
PEPSI_12PK_B2G2_EASTER_2013,STR_E01
PEPSI_12PK_B2G2_EASTER_2013,STR_E02
PEPSI_12PK_B2G2_EASTER_2013,STR_W01
PEPSI_12PK_B2G2_MEMORIAL_DAY_2013,STR_E01
PEPSI_12PK_B2G2_MEMORIAL_DAY_2013,STR_E02
PEPSI_12PK_B2G2_MEMORIAL_DAY_2013,STR_W01
PEPSI_12PK_B2G2_JULY4_2013,STR_E01
PEPSI_12PK_B2G2_JULY4_2013,STR_E02
PEPSI_12PK_B2G2_JULY4_2013,STR_W01
PEPSI_12PK_B2G2_BACK_TO_SCHOOL_2013,STR_E01
PEPSI_12PK_B2G2_BACK_TO_SCHOOL_2013,STR_E02
PEPSI_12PK_B2G2_BACK_TO_SCHOOL_2013,STR_W01
PEPSI_12PK_B2G2_LABOR_DAY_2013,STR_E01
PEPSI_12PK_B2G2_LABOR_DAY_2013,STR_E02
PEPSI_12PK_B2G2_LABOR_DAY_2013,STR_W01
PEPSI_12PK_B2G2_THANKSGIVING_2013,STR_E01
PEPSI_12PK_B2G2_THANKSGIVING_2013,STR_E02
PEPSI_12PK_B2G2_THANKSGIVING_2013,STR_W01
PEPSI_12PK_B2G2_CHRISTMAS_2013,STR_E01
PEPSI_12PK_B2G2_CHRISTMAS_2013,STR_E02
PEPSI_12PK_B2G2_CHRISTMAS_2013,STR_W01
COLA_2LTR_3FOR5_SUPER_BOWL_2013,STR_E01
COLA_2LTR_3FOR5_SUPER_BOWL_2013,STR_E02
COLA_2LTR_3FOR5_SUPER_BOWL_2013,STR_W01
COLA_2LTR_3FOR5_EASTER_2013,STR_E01
COLA_2LTR_3FOR5_EASTER_2013,STR_E02
COLA_2LTR_3FOR5_EASTER_2013,STR_W01
COLA_2LTR_3FOR5_MEMORIAL_DAY_2013,STR_E01
COLA_2LTR_3FOR5_MEMORIAL_DAY_2013,STR_E02
COLA_2LTR_3FOR5_MEMORIAL_DAY_2013,STR_W01
COLA_2LTR_3FOR5_JULY4_2013,STR_E01
COLA_2LTR_3FOR5_JULY4_2013,STR_E02
COLA_2LTR_3FOR5_JULY4_2013,STR_W01
COLA_2LTR_3FOR5_BACK_TO_SCHOOL_2013,STR_E01
COLA_2LTR_3FOR5_BACK_TO_SCHOOL_2013,STR_E02
COLA_2LTR_3FOR5_BACK_TO_SCHOOL_2013,STR_W01
COLA_2LTR_3FOR5_LABOR_DAY_2013,STR_E01
COLA_2LTR_3FOR5_LABOR_DAY_2013,STR_E02
COLA_2LTR_3FOR5_LABOR_DAY_2013,STR_W01
COLA_2LTR_3FOR5_THANKSGIVING_2013,STR_E01
COLA_2LTR_3FOR5_THANKSGIVING_2013,STR_E02
COLA_2LTR_3FOR5_THANKSGIVING_2013,STR_W01
COLA_2LTR_3FOR5_CHRISTMAS_2013,STR_E01
COLA_2LTR_3FOR5_CHRISTMAS_2013,STR_E02
COLA_2LTR_3FOR5_CHRISTMAS_2013,STR_W01
COLA_2LTR_199_CHRISTMAS_2013,STR_E01
COLA_2LTR_199_CHRISTMAS_2013,STR_E02
COLA_2LTR_199_CHRISTMAS_2013,STR_W01
