store_id,item_id,date,demand_qty,is_promo,week
STR_E01,1200080994,2024-01-01,9,False,2024-W01
STR_E01,1200080994,2024-01-02,9,False,2024-W01
STR_E01,1200080994,2024-01-03,11,False,2024-W01
STR_E01,1200080994,2024-01-04,8,False,2024-W01
STR_E01,1200080994,2024-01-05,8,False,2024-W01
STR_E01,1200080994,2024-01-06,8,False,2024-W01
STR_E01,1200080994,2024-01-07,8,False,2024-W01
STR_E01,1200080994,2024-01-08,9,False,2024-W02
STR_E01,1200080994,2024-01-09,9,False,2024-W02
STR_E01,1200080994,2024-01-10,8,False,2024-W02
STR_E01,1200080994,2024-01-11,8,False,2024-W02
STR_E01,1200080994,2024-01-12,9,False,2024-W02
STR_E01,1200080994,2024-01-13,7,False,2024-W02
STR_E01,1200080994,2024-01-14,10,False,2024-W02
STR_E01,1200080994,2024-01-15,7,False,2024-W03
STR_E01,1200080994,2024-01-16,9,False,2024-W03
STR_E01,1200080994,2024-01-17,8,False,2024-W03
STR_E01,1200080994,2024-01-18,7,False,2024-W03
STR_E01,1200080994,2024-01-19,7,False,2024-W03
STR_E01,1200080994,2024-01-20,8,False,2024-W03
STR_E01,1200080994,2024-01-21,7,False,2024-W03
STR_E01,1200080994,2024-01-22,9,False,2024-W04
STR_E01,1200080994,2024-01-23,8,False,2024-W04
STR_E01,1200080994,2024-01-24,7,False,2024-W04
STR_E01,1200080994,2024-01-25,9,False,2024-W04
STR_E01,1200080994,2024-01-26,8,False,2024-W04
STR_E01,1200080994,2024-01-27,11,False,2024-W04
STR_E01,1200080994,2024-01-28,38,True,2024-W04
STR_E01,1200080994,2024-01-29,35,True,2024-W05
STR_E01,1200080994,2024-01-30,35,True,2024-W05
STR_E01,1200080994,2024-01-31,30,True,2024-W05
STR_E01,1200080994,2024-02-01,30,True,2024-W05
STR_E01,1200080994,2024-02-02,37,True,2024-W05
STR_E01,1200080994,2024-02-03,30,True,2024-W05
STR_E01,1200080994,2024-02-04,28,True,2024-W05
STR_E01,1200080994,2024-02-05,27,True,2024-W06
STR_E01,1200080994,2024-02-06,18,True,2024-W06
STR_E01,1200080994,2024-02-07,17,True,2024-W06
STR_E01,1200080994,2024-02-08,12,True,2024-W06
STR_E01,1200080994,2024-02-09,10,False,2024-W06
STR_E01,1200080994,2024-02-10,11,False,2024-W06
STR_E01,1200080994,2024-02-11,7,False,2024-W06
STR_E01,1200080994,2024-02-12,7,False,2024-W07
STR_E01,1200080994,2024-02-13,11,False,2024-W07
STR_E01,1200080994,2024-02-14,7,False,2024-W07
STR_E01,1200080994,2024-02-15,9,False,2024-W07
STR_E01,1200080994,2024-02-16,8,False,2024-W07
STR_E01,1200080994,2024-02-17,8,False,2024-W07
STR_E01,1200080994,2024-02-18,12,False,2024-W07
STR_E01,1200080994,2024-02-19,9,False,2024-W08
STR_E01,1200080994,2024-02-20,6,False,2024-W08
STR_E01,1200080994,2024-02-21,10,False,2024-W08
STR_E01,1200080994,2024-02-22,10,False,2024-W08
STR_E01,1200080994,2024-02-23,9,False,2024-W08
STR_E01,1200080994,2024-02-24,8,False,2024-W08
STR_E01,1200080994,2024-02-25,8,False,2024-W08
STR_E01,1200080994,2024-02-26,8,False,2024-W09
STR_E01,1200080994,2024-02-27,10,False,2024-W09
STR_E01,1200080994,2024-02-28,8,False,2024-W09
STR_E01,1200080994,2024-02-29,8,False,2024-W09
STR_E01,1200080994,2024-03-01,10,False,2024-W09
STR_E01,1200080994,2024-03-02,11,False,2024-W09
STR_E01,1200080994,2024-03-03,10,False,2024-W09
STR_E01,1200080994,2024-03-04,9,False,2024-W10
STR_E01,1200080994,2024-03-05,11,False,2024-W10
STR_E01,1200080994,2024-03-06,10,False,2024-W10
STR_E01,1200080994,2024-03-07,15,False,2024-W10
STR_E01,1200080994,2024-03-08,11,False,2024-W10
STR_E01,1200080994,2024-03-09,10,False,2024-W10
STR_E01,1200080994,2024-03-10,9,False,2024-W10
STR_E01,1200080994,2024-03-11,8,False,2024-W11
STR_E01,1200080994,2024-03-12,12,False,2024-W11
STR_E01,1200080994,2024-03-13,8,False,2024-W11
STR_E01,1200080994,2024-03-14,11,False,2024-W11
STR_E01,1200080994,2024-03-15,9,False,2024-W11
STR_E01,1200080994,2024-03-16,9,False,2024-W11
STR_E01,1200080994,2024-03-17,9,False,2024-W11
STR_E01,1200080994,2024-03-18,8,False,2024-W12
STR_E01,1200080994,2024-03-19,9,False,2024-W12
STR_E01,1200080994,2024-03-20,9,False,2024-W12
STR_E01,1200080994,2024-03-21,7,False,2024-W12
STR_E01,1200080994,2024-03-22,8,False,2024-W12
STR_E01,1200080994,2024-03-23,9,False,2024-W12
STR_E01,1200080994,2024-03-24,7,False,2024-W12
STR_E01,1200080994,2024-03-25,38,True,2024-W13
STR_E01,1200080994,2024-03-26,30,True,2024-W13
STR_E01,1200080994,2024-03-27,40,True,2024-W13
STR_E01,1200080994,2024-03-28,38,True,2024-W13
STR_E01,1200080994,2024-03-29,39,True,2024-W13
STR_E01,1200080994,2024-03-30,38,True,2024-W13
STR_E01,1200080994,2024-03-31,40,True,2024-W13
STR_E01,1200080994,2024-04-01,28,True,2024-W14
STR_E01,1200080994,2024-04-02,33,True,2024-W14
STR_E01,1200080994,2024-04-03,24,True,2024-W14
STR_E01,1200080994,2024-04-04,17,True,2024-W14
STR_E01,1200080994,2024-04-05,10,True,2024-W14
STR_E01,1200080994,2024-04-06,8,False,2024-W14
STR_E01,1200080994,2024-04-07,9,False,2024-W14
STR_E01,1200080994,2024-04-08,8,False,2024-W15
STR_E01,1200080994,2024-04-09,8,False,2024-W15
STR_E01,1200080994,2024-04-10,10,False,2024-W15
STR_E01,1200080994,2024-04-11,8,False,2024-W15
STR_E01,1200080994,2024-04-12,9,False,2024-W15
STR_E01,1200080994,2024-04-13,8,False,2024-W15
STR_E01,1200080994,2024-04-14,9,False,2024-W15
STR_E01,1200080994,2024-04-15,8,False,2024-W16
STR_E01,1200080994,2024-04-16,10,False,2024-W16
STR_E01,1200080994,2024-04-17,13,False,2024-W16
STR_E01,1200080994,2024-04-18,10,False,2024-W16
STR_E01,1200080994,2024-04-19,7,False,2024-W16
STR_E01,1200080994,2024-04-20,9,False,2024-W16
STR_E01,1200080994,2024-04-21,12,False,2024-W16
STR_E01,1200080994,2024-04-22,11,False,2024-W17
STR_E01,1200080994,2024-04-23,11,False,2024-W17
STR_E01,1200080994,2024-04-24,10,False,2024-W17
STR_E01,1200080994,2024-04-25,10,False,2024-W17
STR_E01,1200080994,2024-04-26,14,False,2024-W17
STR_E01,1200080994,2024-04-27,9,False,2024-W17
STR_E01,1200080994,2024-04-28,8,False,2024-W17
STR_E01,1200080994,2024-04-29,14,False,2024-W18
STR_E01,1200080994,2024-04-30,11,False,2024-W18
STR_E01,1200080994,2024-05-01,11,False,2024-W18
STR_E01,1200080994,2024-05-02,13,False,2024-W18
STR_E01,1200080994,2024-05-03,14,False,2024-W18
STR_E01,1200080994,2024-05-04,10,False,2024-W18
STR_E01,1200080994,2024-05-05,13,False,2024-W18
STR_E01,1200080994,2024-05-06,10,False,2024-W19
STR_E01,1200080994,2024-05-07,12,False,2024-W19
STR_E01,1200080994,2024-05-08,10,False,2024-W19
STR_E01,1200080994,2024-05-09,12,False,2024-W19
STR_E01,1200080994,2024-05-10,10,False,2024-W19
STR_E01,1200080994,2024-05-11,12,False,2024-W19
STR_E01,1200080994,2024-05-12,11,False,2024-W19
STR_E01,1200080994,2024-05-13,12,False,2024-W20
STR_E01,1200080994,2024-05-14,10,False,2024-W20
STR_E01,1200080994,2024-05-15,13,False,2024-W20
STR_E01,1200080994,2024-05-16,10,False,2024-W20
STR_E01,1200080994,2024-05-17,11,False,2024-W20
STR_E01,1200080994,2024-05-18,11,False,2024-W20
STR_E01,1200080994,2024-05-19,10,False,2024-W20
STR_E01,1200080994,2024-05-20,10,False,2024-W21
STR_E01,1200080994,2024-05-21,13,False,2024-W21
STR_E01,1200080994,2024-05-22,10,False,2024-W21
STR_E01,1200080994,2024-05-23,13,False,2024-W21
STR_E01,1200080994,2024-05-24,10,False,2024-W21
STR_E01,1200080994,2024-05-25,11,False,2024-W21
STR_E01,1200080994,2024-05-26,13,False,2024-W21
STR_E01,1200080994,2024-05-27,46,True,2024-W22
STR_E01,1200080994,2024-05-28,39,True,2024-W22
STR_E01,1200080994,2024-05-29,47,True,2024-W22
STR_E01,1200080994,2024-05-30,39,True,2024-W22
STR_E01,1200080994,2024-05-31,41,True,2024-W22
STR_E01,1200080994,2024-06-01,37,True,2024-W22
STR_E01,1200080994,2024-06-02,45,True,2024-W22
STR_E01,1200080994,2024-06-03,37,True,2024-W23
STR_E01,1200080994,2024-06-04,33,True,2024-W23
STR_E01,1200080994,2024-06-05,23,True,2024-W23
STR_E01,1200080994,2024-06-06,21,True,2024-W23
STR_E01,1200080994,2024-06-07,13,True,2024-W23
STR_E01,1200080994,2024-06-08,14,False,2024-W23
STR_E01,1200080994,2024-06-09,14,False,2024-W23
STR_E01,1200080994,2024-06-10,10,False,2024-W24
STR_E01,1200080994,2024-06-11,12,False,2024-W24
STR_E01,1200080994,2024-06-12,10,False,2024-W24
STR_E01,1200080994,2024-06-13,12,False,2024-W24
STR_E01,1200080994,2024-06-14,12,False,2024-W24
STR_E01,1200080994,2024-06-15,10,False,2024-W24
STR_E01,1200080994,2024-06-16,10,False,2024-W24
STR_E01,1200080994,2024-06-17,9,False,2024-W25
STR_E01,1200080994,2024-06-18,9,False,2024-W25
STR_E01,1200080994,2024-06-19,10,False,2024-W25
STR_E01,1200080994,2024-06-20,11,False,2024-W25
STR_E01,1200080994,2024-06-21,14,False,2024-W25
STR_E01,1200080994,2024-06-22,11,False,2024-W25
STR_E01,1200080994,2024-06-23,11,False,2024-W25
STR_E01,1200080994,2024-06-24,9,False,2024-W26
STR_E01,1200080994,2024-06-25,13,False,2024-W26
STR_E01,1200080994,2024-06-26,9,False,2024-W26
STR_E01,1200080994,2024-06-27,10,False,2024-W26
STR_E01,1200080994,2024-06-28,12,False,2024-W26
STR_E01,1200080994,2024-06-29,11,False,2024-W26
STR_E01,1200080994,2024-06-30,11,False,2024-W26
STR_E01,1200080994,2024-07-01,40,True,2024-W27
STR_E01,1200080994,2024-07-02,53,True,2024-W27
STR_E01,1200080994,2024-07-03,48,True,2024-W27
STR_E01,1200080994,2024-07-04,58,True,2024-W27
STR_E01,1200080994,2024-07-05,46,True,2024-W27
STR_E01,1200080994,2024-07-06,43,True,2024-W27
STR_E01,1200080994,2024-07-07,43,True,2024-W27
STR_E01,1200080994,2024-07-08,34,True,2024-W28
STR_E01,1200080994,2024-07-09,35,True,2024-W28
STR_E01,1200080994,2024-07-10,30,True,2024-W28
STR_E01,1200080994,2024-07-11,19,True,2024-W28
STR_E01,1200080994,2024-07-12,18,True,2024-W28
STR_E01,1200080994,2024-07-13,12,False,2024-W28
STR_E01,1200080994,2024-07-14,9,False,2024-W28
STR_E01,1200080994,2024-07-15,12,False,2024-W29
STR_E01,1200080994,2024-07-16,10,False,2024-W29
STR_E01,1200080994,2024-07-17,11,False,2024-W29
STR_E01,1200080994,2024-07-18,8,False,2024-W29
STR_E01,1200080994,2024-07-19,9,False,2024-W29
STR_E01,1200080994,2024-07-20,9,False,2024-W29
STR_E01,1200080994,2024-07-21,10,False,2024-W29
STR_E01,1200080994,2024-07-22,11,False,2024-W30
STR_E01,1200080994,2024-07-23,11,False,2024-W30
STR_E01,1200080994,2024-07-24,10,False,2024-W30
STR_E01,1200080994,2024-07-25,11,False,2024-W30
STR_E01,1200080994,2024-07-26,9,False,2024-W30
STR_E01,1200080994,2024-07-27,9,False,2024-W30
STR_E01,1200080994,2024-07-28,10,False,2024-W30
STR_E01,1200080994,2024-07-29,9,False,2024-W31
STR_E01,1200080994,2024-07-30,10,False,2024-W31
STR_E01,1200080994,2024-07-31,11,False,2024-W31
STR_E01,1200080994,2024-08-01,11,False,2024-W31
STR_E01,1200080994,2024-08-02,11,False,2024-W31
STR_E01,1200080994,2024-08-03,11,False,2024-W31
STR_E01,1200080994,2024-08-04,11,False,2024-W31
STR_E01,1200080994,2024-08-05,13,False,2024-W32
STR_E01,1200080994,2024-08-06,9,False,2024-W32
STR_E01,1200080994,2024-08-07,8,False,2024-W32
STR_E01,1200080994,2024-08-08,11,False,2024-W32
STR_E01,1200080994,2024-08-09,8,False,2024-W32
STR_E01,1200080994,2024-08-10,10,False,2024-W32
STR_E01,1200080994,2024-08-11,9,False,2024-W32
STR_E01,1200080994,2024-08-12,50,True,2024-W33
STR_E01,1200080994,2024-08-13,42,True,2024-W33
STR_E01,1200080994,2024-08-14,50,True,2024-W33
STR_E01,1200080994,2024-08-15,45,True,2024-W33
STR_E01,1200080994,2024-08-16,39,True,2024-W33
STR_E01,1200080994,2024-08-17,38,True,2024-W33
STR_E01,1200080994,2024-08-18,36,True,2024-W33
STR_E01,1200080994,2024-08-19,40,True,2024-W34
STR_E01,1200080994,2024-08-20,26,True,2024-W34
STR_E01,1200080994,2024-08-21,21,True,2024-W34
STR_E01,1200080994,2024-08-22,16,True,2024-W34
STR_E01,1200080994,2024-08-23,11,True,2024-W34
STR_E01,1200080994,2024-08-24,11,False,2024-W34
STR_E01,1200080994,2024-08-25,11,False,2024-W34
STR_E01,1200080994,2024-08-26,12,False,2024-W35
STR_E01,1200080994,2024-08-27,10,False,2024-W35
STR_E01,1200080994,2024-08-28,13,False,2024-W35
STR_E01,1200080994,2024-08-29,11,False,2024-W35
STR_E01,1200080994,2024-08-30,10,False,2024-W35
STR_E01,1200080994,2024-08-31,9,False,2024-W35
STR_E01,1200080994,2024-09-01,12,False,2024-W35
STR_E01,1200080994,2024-09-02,31,True,2024-W36
STR_E01,1200080994,2024-09-03,44,True,2024-W36
STR_E01,1200080994,2024-09-04,44,True,2024-W36
STR_E01,1200080994,2024-09-05,39,True,2024-W36
STR_E01,1200080994,2024-09-06,35,True,2024-W36
STR_E01,1200080994,2024-09-07,35,True,2024-W36
STR_E01,1200080994,2024-09-08,35,True,2024-W36
STR_E01,1200080994,2024-09-09,35,True,2024-W37
STR_E01,1200080994,2024-09-10,26,True,2024-W37
STR_E01,1200080994,2024-09-11,19,True,2024-W37
STR_E01,1200080994,2024-09-12,19,True,2024-W37
STR_E01,1200080994,2024-09-13,11,True,2024-W37
STR_E01,1200080994,2024-09-14,11,False,2024-W37
STR_E01,1200080994,2024-09-15,9,False,2024-W37
STR_E01,1200080994,2024-09-16,10,False,2024-W38
STR_E01,1200080994,2024-09-17,9,False,2024-W38
STR_E01,1200080994,2024-09-18,8,False,2024-W38
STR_E01,1200080994,2024-09-19,8,False,2024-W38
STR_E01,1200080994,2024-09-20,12,False,2024-W38
STR_E01,1200080994,2024-09-21,8,False,2024-W38
STR_E01,1200080994,2024-09-22,9,False,2024-W38
STR_E01,1200080994,2024-09-23,11,False,2024-W39
STR_E01,1200080994,2024-09-24,8,False,2024-W39
STR_E01,1200080994,2024-09-25,10,False,2024-W39
STR_E01,1200080994,2024-09-26,10,False,2024-W39
