item_id,item_description,uom,item_status,category,subcategory,brand,unit_cost,unit_price,velocity_class,lifecycle_profile,case_pack_size,size_group,size_rank,is_ecomm_eligible
2840016014,FRITO LAY CLASSIC,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840016020,LAYS WAVY ORIGINAL,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840016019,FL LIGHTLY SALTED,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840016015,FRITO LAYS SCO,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840016012,LAYS XXL WAVY LIGHTED,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840016013,FRITO LAY BBQ,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840016018,FL SALT AND VINEGAR,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840016053,FRITO HONEY BBQ,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840015010,FRITO CHEESY GARLIC,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840014996,LAYS WAVY GARLIC,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840016088,FL GARDEN TOM BASIL,EA,ACTIVE,Salty Snacks,POTATO CHIPS,LAYS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
4126228140,WISE POTATO CHIPS,EA,ACTIVE,Salty Snacks,POTATO CHIPS,WISE,2.50,4.99,FAST,steady,12,STD,1,FALSE
4126228148,WISE RIDGIES NATURAL,EA,ACTIVE,Salty Snacks,POTATO CHIPS,WISE,2.50,4.99,FAST,steady,12,STD,1,FALSE
4126228149,WISE RIDGIES SCO,EA,ACTIVE,Salty Snacks,POTATO CHIPS,WISE,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
4126228143,WISE HONEY BBQ CHIPS,EA,ACTIVE,Salty Snacks,POTATO CHIPS,WISE,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
4126228141,WISE LIGHTLY SALTED,EA,ACTIVE,Salty Snacks,POTATO CHIPS,WISE,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
4126228469,WISE DIPSY DOODLES,EA,ACTIVE,Salty Snacks,POTATO CHIPS,WISE,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
4126228144,WISE BBQ CHIPS,EA,ACTIVE,Salty Snacks,POTATO CHIPS,WISE,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
7260000662,HERRS RIPPLE CHIPS,EA,ACTIVE,Salty Snacks,POTATO CHIPS,HERRS,2.50,4.99,FAST,steady,12,STD,1,FALSE
7260000680,HERRS SR CRM ONION CH,EA,ACTIVE,Salty Snacks,POTATO CHIPS,HERRS,2.50,4.99,FAST,steady,12,STD,1,FALSE
7260000661,HERRS REG CHIP,EA,ACTIVE,Salty Snacks,POTATO CHIPS,HERRS,2.50,4.99,FAST,steady,12,STD,1,FALSE
7260000928,HERRS BBQ POTATO CHIP,EA,ACTIVE,Salty Snacks,POTATO CHIPS,HERRS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840015636,FL DORITOS NACHO,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,DORITOS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840015607,FL DORITO COOL RANCH,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,DORITOS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840015297,DORITOS PARTY NACHO,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,DORITOS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840015692,FL DORIT SPICY SWEET,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,DORITOS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840015637,FL DORIT SPY NACHO,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,DORITOS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840001775,FRITO DORITOS 12 SACK,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,DORITOS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840015298,DORITOS PARTY RANCH,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,DORITOS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840006408,TOSTITO SCOOPS,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,TOSTITOS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840006399,TOSTITO RESTURANT STY,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,TOSTITOS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840008314,FL TOSTITOS SCOOPS,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,TOSTITOS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840003633,FL TOS MG SCOOPS,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,TOSTITOS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840008313,LAY TOSTITOS RESTURAN,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,TOSTITOS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840006404,TOSTITO HINT OF LIME,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,TOSTITOS,2.50,4.99,FAST,steady,12,STD,1,FALSE
2840006405,TOSTITOS BITE SIZE,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,TOSTITOS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840005160,LAY TOSTITO MULIT GRA,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,TOSTITOS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
2840006406,TOSTITO CRISPY ROUNDS,EA,ACTIVE,Salty Snacks,TORTILLA CHIPS,TOSTITOS,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
7797508822,SNYDER HONEY MUST ONI,EA,ACTIVE,Salty Snacks,PRETZELS,SNYDER S OF HANOVER,2.50,4.99,FAST,steady,12,STD,1,FALSE
7797508006,SNYDER MINI PRETZEL,EA,ACTIVE,Salty Snacks,PRETZELS,SNYDER S OF HANOVER,2.50,4.99,FAST,steady,12,STD,1,FALSE
7797508003,SNYDER HARD PRETZEL,EA,ACTIVE,Salty Snacks,PRETZELS,SNYDER S OF HANOVER,2.50,4.99,FAST,steady,12,STD,1,FALSE
7797508007,SNYDER SNAP PRETZEL,EA,ACTIVE,Salty Snacks,PRETZELS,SNYDER S OF HANOVER,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
7797508004,SNYDER NIBBLER PRETZE,EA,ACTIVE,Salty Snacks,PRETZELS,SNYDER S OF HANOVER,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
7797503403,SNYDER DIPPING STIX,EA,ACTIVE,Salty Snacks,PRETZELS,SNYDER S OF HANOVER,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
7797503405,SNYDER BUTTER SNAPS,EA,ACTIVE,Salty Snacks,PRETZELS,SNYDER S OF HANOVER,2.00,3.99,MEDIUM,steady,12,STD,2,FALSE
4119004006,SR WAFFLE PRETZEL,EA,ACTIVE,Salty Snacks,PRETZELS,PRIVATE LABEL,2.00,3.49,FAST,steady,12,STD,1,FALSE
4119057208,SR MINI PRETZEL,EA,ACTIVE,Salty Snacks,PRETZELS,PRIVATE LABEL,2.00,3.49,FAST,steady,12,STD,1,FALSE
4119004540,SR HONEY WHEAT PRETZL,EA,ACTIVE,Salty Snacks,PRETZELS,PRIVATE LABEL,1.50,2.99,MEDIUM,steady,12,STD,2,FALSE
1200080994,PEPSI COLA FRIDGE PAK,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200080995,PEPSI DIET COLA F.PAK,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200080996,MOUNTAIN DEW FRIDG PK,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200081009,LIPTN BRSK ICE TEA FP,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200080999,WILD CHERRY PEPSI F.P,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200003068,PEPSI THROWBACK 12PK,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200081017,DT WILD CHERRY FP,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200022716,PEPSI SIERRA MIST NAT,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200080997,MOUNTAIN DEW DT F.PAK,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200000826,PEPSI 24OZ 6PK,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
1200081014,PEPSI DT SIERRA MIST,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
1200000841,DIET PEPSI 24 OZ 6PK,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
1200001879,PEPSI DIET MAX,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200081002,CAF FREE PEPSI F.PACK,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,PEPSI,4.50,7.99,FAST,steady,4,STD,1,FALSE
1200000230,PEPSI-COLA 2 LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.90,1.99,FAST,steady,6,STD,1,FALSE
1200000113,PEPSI 2LTR DEPOSIT,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.90,1.99,FAST,steady,6,STD,1,FALSE
1200000231,PEPSI-COLA DIET 2 LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.90,1.99,FAST,steady,6,STD,1,FALSE
1200000496,PEPSI CAF FREE 2 LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.90,1.99,FAST,steady,6,STD,1,FALSE
1200000233,MOUNTAIN DEW 2LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.90,1.99,FAST,steady,6,STD,1,FALSE
1200000132,PEPSI DIET 2LTR DEPOS,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.90,1.99,FAST,steady,6,STD,1,FALSE
1200000341,PEPSI WLD CHRY DT 2LT,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.90,1.99,FAST,steady,6,STD,1,FALSE
1200015805,PEPSI SIERRA MIST 2LT,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
1200000311,PEPSI WILD CHERRY 2LT,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
1200000492,PEPSI FREE 2 LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
1200020123,SIERRA MIST DIET 2LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
1200000746,DIET MOUNTAIN DEW 2LT,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
1200000935,MUG ROOT BEER 2LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,PEPSI,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
4900002890,COKE CLASSIC 12PK FR,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.50,7.99,FAST,steady,4,STD,1,FALSE
4900002891,DIET COKE 12PK FR,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.50,7.99,FAST,steady,4,STD,1,FALSE
4900002892,SPRITE 12 PK FR,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.50,7.99,FAST,steady,4,STD,1,FALSE
4900004255,COCA COLA FP ZERO,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.50,7.99,FAST,steady,4,STD,1,FALSE
4900002934,DIET COKE CF 12PK FR,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.50,7.99,FAST,steady,4,STD,1,FALSE
7297900416,SEAGRAMS GINGER ALE,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
4900003711,DIET SPRITE ZERO,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
4900003073,FANTA ORANGE 12PK FR,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
4900004751,COCA CHERRY ZERO,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
4900003105,FRESCA 12 PK FR,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
4900003103,CHERRY COKE 12PK FR,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
4900002933,CLASSIC COKE CF FR,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
4900003637,DIET COKE W LIME FR,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,COCA COLA,4.00,6.99,MEDIUM,steady,4,STD,2,FALSE
4900005010,COKE CLASSIC 2LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,COCA COLA,0.90,1.99,FAST,steady,6,STD,1,FALSE
4900005011,COKE DIET 2LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,COCA COLA,0.90,1.99,FAST,steady,6,STD,1,FALSE
4900005015,SPRITE 2LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,COCA COLA,0.90,1.99,FAST,steady,6,STD,1,FALSE
4900005013,CAFF FREE COKE DT 2LT,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,COCA COLA,0.90,1.99,FAST,steady,6,STD,1,FALSE
4900005014,COKE ZERO 2LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,COCA COLA,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
4900005017,SPRITE ZERO 2LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,COCA COLA,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
7297900418,SEAGRAM GINGER ALE 2L,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,COCA COLA,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
4900005025,FANTA ORANGE 2LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,COCA COLA,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
4900005028,FRESCA CITRUS 2LTR,EA,ACTIVE,Carbonated Soft Drinks,2 LTR,COCA COLA,0.80,1.79,MEDIUM,steady,6,STD,2,FALSE
7800015216,CANADA DRY FR PACK,EA,ACTIVE,Carbonated Soft Drinks,12 Pack,CANADA DRY,4.50,7.99,FAST,steady,4,STD,1,FALSE
